Ano,Órgão Orçamentário,Função,Grupo de Despesa,Resultado Primário,Subfunção,Projeto de Lei,Dotação Inicial,Dotação Atual,Empenhado,Liquidado,Pago
Total,,,,,,1.450.445.433.311,1.320.014.525.616,1.418.354.560.225,1.328.682.771.366,1.135.211.696.137,1.102.747.377.012
2011,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,0 - Financeira,122 - Administração Geral,3.171.677.325,3.171.677.325,3.304.253.833,3.208.513.729,3.208.513.729,3.198.127.077
2016,74902 - Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES - Min. da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,123 - Administração Financeira,332.761.760,267.822.566,1.059.627.293,910.627.293,670.439.061,670.439.061
2016,74902 - Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES - Min. da Educação,12 - Educação,5 - Inversões Financeiras,0 - Financeira,694 - Serviços Financeiros,18.204.906.359,18.204.906.359,18.705.006.359,18.705.006.359,17.053.554.394,17.053.227.829
2016,74902 - Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES - Min. da Educação,12 - Educação,5 - Inversões Financeiras,2 - Primária discricionária, considerada no cálculo do RP,846 - Outros Encargos Especiais,300.000.000,259.896.733,259.896.733,259.896.733,163.840.862,163.840.862
2017,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,0 - Financeira,846 - Outros Encargos Especiais,6.111.861.662,6.111.861.662,6.641.476.276,6.378.216.743,6.376.892.574,6.371.714.420
2017,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,279.842.702,279.842.702,274.406.369,266.850.490,266.021.604,265.301.764
2017,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,6.977.208.504,6.977.208.504,7.131.071.423,7.090.385.265,7.015.879.998,7.015.715.535
2017,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,363 - Ensino Profissional,7.216.298.039,7.216.298.039,8.522.187.526,8.479.033.054,8.476.976.141,8.436.161.270
2017,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,364 - Ensino Superior,20.336.615.862,20.336.615.862,21.926.760.636,21.842.104.263,21.837.688.028,21.828.598.137
2017,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,368 - Educação Básica,319.959.656,319.959.656,346.552.667,344.279.814,344.279.814,313.669.794
2017,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,301 - Atenção Básica,697.271.758,697.271.758,714.732.816,689.843.803,678.979.284,676.388.083
2017,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,0,4.146.960.840,3.959.365.188,3.905.879.642,3.894.072.417,3.893.493.952
2017,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,2.053.305.504,2.053.305.504,2.148.395.669,2.103.629.204,2.102.737.768,2.101.014.075
2017,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,368 - Educação Básica,4.940.960.840,794.000.000,594.000.000,592.909.184,574.246.870,574.246.870
2017,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,847 - Transferências para a Educação Básica,14.914.182.682,14.974.810.682,15.175.997.894,15.175.954.404,14.024.527.282,14.024.527.282
2017,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,811.540.415,811.540.415,876.465.393,724.354.688,586.423.823,584.621.564
2017,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,103.806.077,103.806.077,98.744.407,70.400.233,54.972.313,54.107.093
2017,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,31.373.900,31.373.900,38.473.900,34.869.257,24.803.123,24.803.123
2017,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,481.439.874,482.439.874,533.424.502,498.327.511,333.161.114,308.919.690
2017,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,303 - Suporte Profilático e Terapêutico,695.968,695.968,695.968,0,0,0
2017,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,363 - Ensino Profissional,3.087.711.462,3.097.340.610,2.802.608.447,2.574.460.588,2.027.773.129,1.994.419.210
2017,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,364 - Ensino Superior,10.303.562.881,10.369.918.333,10.421.307.470,9.955.735.513,8.536.117.102,8.447.385.196
2017,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,365 - Educação Infantil,80.000.000,80.000.000,96.000.000,96.000.000,94.650.512,94.650.512
2017,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,366 - Educação de Jovens e Adultos,278.568.400,278.568.400,158.690.489,123.400.677,79.938.422,79.938.422
2017,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,368 - Educação Básica,5.145.882.618,5.176.204.729,4.800.980.146,4.559.444.350,2.874.244.365,2.861.893.162
2017,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,571 - Desenvolvimento Científico,296.162.210,296.162.210,289.530.547,286.510.000,271.510.000,271.510.000
2017,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,573 - Difusão do Conhecimento Científico e Tecnológico,409.366.136,409.366.136,407.482.745,418.286.897,301.837.898,301.829.766
2017,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,0,16.559.517,17.067.517,11.612.640,7.037.804,5.185.870
2017,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,363 - Ensino Profissional,0,3.564.000,3.224.000,1.442.964,537.764,318.632
2017,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,364 - Ensino Superior,0,42.073.440,39.970.147,27.821.065,9.295.941,5.547.397
2017,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,368 - Educação Básica,0,18.410.000,15.510.001,8.998.318,0,0
2017,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,364 - Ensino Superior,0,28.000.000,28.000.000,6.714.915,0,0
2017,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,1 - Primária obrigatória, considerada no cálculo do RP,847 - Transferências para a Educação Básica,477.903.162,477.903.162,231.903.162,222.905.179,198.611.714,198.611.714
2017,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,136.811.295,136.811.295,141.517.870,108.513.508,58.381.911,58.098.560
2017,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,265.964,265.964,183.366,101.279,54.859,46.959
2017,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,284.832.704,341.936.873,333.551.124,291.640.873,178.209.840,157.583.655
2017,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,363 - Ensino Profissional,578.018.922,727.472.835,816.484.495,626.515.451,148.205.013,136.581.958
2017,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,364 - Ensino Superior,1.651.536.439,1.997.121.246,1.935.577.305,1.265.887.670,407.810.629,390.626.575
2017,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,365 - Educação Infantil,0,19.565.560,13.859.120,0,0,0
2017,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,368 - Educação Básica,969.027.748,1.372.478.774,1.747.212.365,1.329.569.173,198.437.324,198.421.504
2017,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,2 - Primária discricionária, considerada no cálculo do RP,573 - Difusão do Conhecimento Científico e Tecnológico,100.000,100.000,100.000,100.000,100.000,100.000
2017,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,3 - Primária discricionária, PAC, considerada no cálculo do RP,365 - Educação Infantil,707.000.000,707.000.000,64.500.000,64.404.211,9.894.212,9.894.212
2017,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,3 - Primária discricionária, PAC, considerada no cálculo do RP,368 - Educação Básica,215.000.000,215.000.000,215.000.000,162.500.000,5.281.046,5.281.046
2017,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,0,17.809.769,17.301.769,9.009.895,569.590,194.316
2017,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,363 - Ensino Profissional,0,45.011.920,46.342.151,28.943.017,2.489.917,1.309.561
2017,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,364 - Ensino Superior,0,86.183.982,87.638.506,50.784.641,6.004.979,4.636.956
2017,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,365 - Educação Infantil,0,2.200.000,2.700.000,1.822.028,0,0
2017,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,368 - Educação Básica,0,114.158.092,116.228.091,82.798.616,0,0
2017,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,364 - Ensino Superior,0,88.000.000,88.000.000,35.354.281,0,0
2017,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,368 - Educação Básica,0,258.686.554,258.686.554,121.892.043,0,0
2017,26000 - Ministério da Educação,12 - Educação,5 - Inversões Financeiras,2 - Primária discricionária, considerada no cálculo do RP,363 - Ensino Profissional,7.800.000,7.800.000,0,0,0,0
2017,26000 - Ministério da Educação,12 - Educação,5 - Inversões Financeiras,2 - Primária discricionária, considerada no cálculo do RP,364 - Ensino Superior,10.000,770.000,23.548.340,0,0,0
2017,74902 - Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES - Min. da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,123 - Administração Financeira,793.800.000,793.800.000,913.800.000,814.608.340,632.563.640,632.563.640
2017,74902 - Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES - Min. da Educação,12 - Educação,5 - Inversões Financeiras,0 - Financeira,694 - Serviços Financeiros,19.920.653.632,19.920.653.632,19.920.653.632,19.920.653.632,19.495.795.899,19.485.795.897
2017,74902 - Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES - Min. da Educação,12 - Educação,5 - Inversões Financeiras,2 - Primária discricionária, considerada no cálculo do RP,846 - Outros Encargos Especiais,73.705.001,73.705.001,73.705.001,0,0,0
2018,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,0 - Financeira,846 - Outros Encargos Especiais,7.106.417.588,7.106.417.588,7.497.644.444,6.651.535.843,6.641.043.184,6.640.728.183
2018,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,274.948.408,274.948.408,292.550.390,270.514.545,267.881.363,250.600.293
2018,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,7.867.032.953,7.867.032.953,8.037.487.071,7.939.921.811,7.821.208.235,7.337.303.350
2018,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,363 - Ensino Profissional,7.973.069.434,7.973.069.434,9.205.221.215,9.130.364.596,9.127.059.715,8.249.490.357
2018,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,364 - Ensino Superior,21.488.198.365,21.488.198.365,22.953.406.834,22.698.157.883,22.687.614.201,20.779.288.552
